,0,1,2
4780,Platinum,having fun,High School
4781,having fun,High School,Gold
4782,improving,None,Silver
4783,improving,Bachelor,Gold
4784,High School,Bronze,winning
4785,Platinum,having fun,None
4786,Unranked,having fun,High School
4787,having fun,High School,Gold
4788,Diamond,High School,improving
4789,having fun,High School,Gold
4790,improving,High School,Silver
4791,winning,High School,Gold
4792,Diamond,High School,improving
4793,winning,High School,Gold
4794,Platinum,High School,improving
4795,having fun,High School,Gold
4796,improving,Bachelor,Silver
4797,improving,High School,Silver
4798,Diamond,High School,improving
4799,winning,None,Gold
4800,Diamond,Bachelor,winning
4801,having fun,High School,Gold
4802,Diamond,having fun,High School
4803,improving,High School,Gold
4804,Platinum,None,improving
4805,Platinum,High School,improving
4806,Diamond,Bachelor,improving
4807,having fun,High School,Gold
4808,having fun,Bachelor,Gold
4809,having fun,Bachelor,Silver
4810,Platinum,High School,winning
4811,improving,High School,Gold
4812,having fun,High School,Silver
4813,Platinum,having fun,Bachelor
4814,having fun,High School,Gold
4815,Diamond,having fun,High School
4816,Diamond,having fun,High School
4817,winning,None,Gold
4818,having fun,High School,Gold
4819,Platinum,High School,improving
4820,Platinum,having fun,Bachelor
4821,improving,Bachelor,Gold
4822,Diamond,High School,improving
4823,improving,Bachelor,Gold
4824,having fun,None,Gold
4825,having fun,Bachelor,Silver
4826,improving,High School,Silver
4827,having fun,High School,Silver
4828,Platinum,High School,winning
4829,Bachelor,Silver,winning
4830,winning,High School,Gold
4831,Platinum,having fun,High School
4832,having fun,High School,Silver
4833,improving,None,Silver
4834,improving,High School,Gold
4835,winning,High School,Gold
4836,Diamond,None,improving
4837,Diamond,None,improving
4838,Platinum,High School,improving
4839,improving,Bachelor,Bronze
4840,Platinum,High School,improving
4841,Unranked,High School,winning
4842,Platinum,High School,improving
4843,improving,Bachelor,Silver
4844,Platinum,having fun,Bachelor
4845,having fun,High School,Silver
4846,Diamond,having fun,High School
4847,improving,None,Silver
4848,winning,High School,Gold
4849,Master,improving,Gold
4850,Diamond,High School,winning
4851,Diamond,having fun,High School
4852,having fun,Bachelor,Gold
4853,having fun,High School,Gold
4854,Platinum,High School,winning
4855,improving,High School,Gold
4856,Diamond,High School,winning
4857,Diamond,High School,winning
4858,improving,None,Silver
4859,having fun,High School,Gold
4860,Platinum,High School,improving
4861,improving,Bachelor,Gold
4862,winning,High School,Gold
4863,having fun,High School,Silver
4864,improving,None,Gold
4865,improving,High School,Gold
4866,having fun,High School,Gold
4867,Diamond,High School,winning
4868,having fun,None,Gold
4869,Diamond,High School,winning
4870,Diamond,High School,relaxing
4871,having fun,High School,Gold
4872,having fun,High School,Gold
4873,having fun,High School,Bronze
4874,Diamond,having fun,Bachelor
4875,having fun,High School,Gold
4876,improving,High School,Silver
4877,Platinum,High School,winning
4878,improving,High School,Gold
4879,improving,High School,Silver
4880,Unranked,having fun,High School
4881,improving,High School,Gold
4882,improving,High School,Silver
4883,having fun,High School,Silver
4884,improving,Bachelor,Gold
4885,Diamond,Bachelor,improving
4886,Diamond,High School,relaxing
4887,having fun,Bachelor,Silver
4888,having fun,High School,Gold
4889,improving,None,Gold
4890,Diamond,having fun,High School
4891,having fun,High School,Gold
4892,Diamond,High School,improving
4893,having fun,High School,Gold
4894,Diamond,High School,improving
4895,having fun,None,Gold
4896,improving,High School,Silver
4897,improving,Doctor,Gold
4898,Platinum,High School,improving
4899,High School,Silver,winning
4900,relaxing,Doctor,Gold
4901,High School,Silver,winning
4902,Platinum,None,improving
4903,Platinum,High School,improving
4904,Platinum,having fun,Bachelor
4905,Platinum,Bachelor,improving
4906,Master,improving,Gold
4907,improving,High School,Gold
4908,Diamond,Bachelor,improving
4909,Platinum,Bachelor,improving
4910,having fun,High School,Gold
4911,improving,Bachelor,Silver
4912,improving,High School,Silver
4913,Platinum,having fun,High School
4914,improving,Bachelor,Gold
4915,relaxing,High School,Gold
4916,having fun,Bachelor,Silver
4917,Platinum,having fun,High School
4918,Platinum,having fun,Master
4919,improving,None,Gold
4920,improving,High School,Silver
4921,Diamond,High School,improving
4922,having fun,High School,Gold
4923,having fun,High School,Silver
4924,having fun,High School,Silver
4925,Platinum,having fun,Bachelor
4926,Platinum,High School,improving
4927,improving,High School,Silver
4928,Bachelor,Silver,winning
4929,Diamond,None,improving
4930,improving,High School,Silver
4931,having fun,High School,Silver
4932,having fun,Bachelor,Gold
4933,Platinum,High School,winning
4934,improving,High School,Gold
4935,improving,High School,Gold
4936,improving,High School,Gold
4937,having fun,High School,Silver
4938,Master,Bronze,winning
4939,Diamond,having fun,Bachelor
4940,having fun,High School,Gold
4941,Diamond,None,improving
4942,Diamond,High School,winning
4943,having fun,Bronze,None
4944,Platinum,High School,improving
4945,winning,High School,Gold
4946,improving,None,Gold
4947,Platinum,having fun,High School
4948,Diamond,None,winning
4949,having fun,High School,Gold
4950,having fun,Bachelor,Gold
4951,Master,Silver,winning
4952,improving,High School,Gold
4953,having fun,Bachelor,Bronze
4954,Diamond,having fun,High School
4955,Bachelor,Silver,winning
4956,Diamond,Bachelor,winning
4957,Platinum,High School,improving
4958,improving,High School,Gold
4959,improving,High School,Bronze
4960,Diamond,having fun,None
4961,having fun,Bachelor,Gold
4962,Diamond,High School,winning
4963,improving,High School,Silver
4964,having fun,High School,Silver
4965,Platinum,High School,improving
4966,improving,High School,Silver
4967,relaxing,High School,Gold
4968,Platinum,High School,improving
4969,Platinum,High School,winning
4970,winning,High School,Gold
4971,improving,None,Silver
4972,Platinum,having fun,Bachelor
4973,Unranked,having fun,None
4974,having fun,High School,Silver
4975,Platinum,having fun,High School
4976,improving,High School,Gold
4977,Platinum,High School,improving
4978,Platinum,having fun,High School
4979,improving,High School,Gold
4980,Diamond,High School,improving
4981,Platinum,None,improving
4982,improving,High School,Gold
4983,Master,Silver,improving
4984,Platinum,Bachelor,improving
4985,Platinum,having fun,Bachelor
4986,Platinum,Bachelor,improving
4987,Platinum,High School,improving
4988,having fun,High School,Silver
4989,improving,High School,Silver
4990,having fun,High School,Gold
4991,Platinum,Bachelor,winning
4992,improving,High School,Gold
4993,improving,Bachelor,Silver
4994,Diamond,Bachelor,winning
4995,Platinum,having fun,Bachelor
4996,having fun,Bachelor,Gold
4997,Master,improving,Gold
4998,Unranked,High School,improving
4999,Diamond,High School,improving
5000,High School,Bronze,winning
5001,Platinum,High School,winning
5002,Platinum,having fun,High School
5003,having fun,Bachelor,Gold
5004,winning,High School,Gold
5005,improving,Bachelor,Silver
5006,Diamond,High School,improving
5007,Unranked,having fun,High School
5008,improving,Bachelor,Gold
5009,having fun,High School,Silver
5010,having fun,High School,Silver
5011,Master,having fun,Gold
5012,Diamond,having fun,High School
5013,winning,High School,Gold
5014,Platinum,having fun,Master
5015,None,Silver,winning
5016,having fun,High School,Gold
5017,having fun,None,Gold
5018,having fun,High School,Silver
5019,Platinum,High School,improving
5020,Platinum,having fun,High School
5021,having fun,High School,Gold
5022,improving,Bachelor,Gold
5023,High School,Silver,winning
5024,Platinum,having fun,Bachelor
5025,having fun,High School,Silver
5026,Master,having fun,Gold
5027,Platinum,Bachelor,relaxing
5028,improving,High School,Gold
5029,Platinum,High School,improving
5030,winning,Bachelor,Gold
5031,Platinum,Bachelor,improving
5032,having fun,High School,Silver
5033,Platinum,having fun,High School
5034,having fun,High School,Gold
5035,improving,High School,Gold
5036,having fun,None,Silver
5037,having fun,Bachelor,Silver
5038,None,Silver,relaxing
5039,Unranked,having fun,High School
5040,winning,High School,Gold
5041,having fun,High School,Gold
5042,Platinum,High School,winning
5043,Diamond,having fun,High School
5044,Platinum,High School,winning
5045,having fun,None,Silver
5046,Diamond,None,winning
5047,Platinum,High School,winning
5048,having fun,High School,Gold
5049,Unranked,having fun,High School
5050,relaxing,High School,Gold
5051,having fun,High School,Silver
5052,having fun,None,Silver
5053,Diamond,High School,winning
5054,having fun,High School,Bronze
5055,winning,Bachelor,Gold
5056,improving,Bronze,None
5057,Platinum,None,winning
5058,Diamond,High School,improving
5059,improving,High School,Bronze
5060,improving,High School,Gold
5061,Platinum,having fun,None
5062,winning,High School,Gold
5063,relaxing,Bachelor,Gold
5064,Diamond,Bachelor,winning
5065,Platinum,having fun,High School
5066,improving,None,Gold
5067,improving,None,Silver
5068,having fun,High School,Silver
5069,having fun,High School,Gold
5070,Platinum,High School,improving
5071,Master,improving,Gold
5072,Diamond,High School,improving
5073,winning,High School,Gold
5074,winning,None,Gold
5075,Diamond,High School,improving
5076,improving,High School,Bronze
5077,having fun,High School,Bronze
5078,Diamond,having fun,High School
5079,improving,High School,Silver
5080,improving,High School,Gold
5081,Platinum,High School,improving
5082,Platinum,High School,improving
5083,improving,None,Gold
5084,Platinum,High School,improving
5085,improving,High School,Silver
5086,Unranked,having fun,Bachelor
5087,having fun,High School,Gold
5088,improving,High School,Gold
5089,improving,High School,Gold
5090,relaxing,High School,Gold
5091,Unranked,Bachelor,improving
5092,Unranked,having fun,Master
5093,improving,High School,Gold
5094,improving,High School,Silver
5095,Diamond,High School,improving
5096,having fun,High School,Gold
5097,Platinum,having fun,Bachelor
5098,Platinum,High School,winning
5099,Diamond,Bachelor,improving
5100,Diamond,High School,winning
5101,improving,Bachelor,Gold
5102,Platinum,having fun,High School
5103,High School,Silver,winning
5104,having fun,High School,Gold
5105,High School,Silver,winning
5106,improving,Bachelor,Gold
5107,Platinum,Bachelor,improving
5108,improving,High School,Silver
5109,Unranked,High School,improving
5110,winning,High School,Gold
5111,improving,High School,Silver
5112,Unranked,High School,improving
5113,Platinum,having fun,None
5114,Platinum,High School,relaxing
5115,improving,High School,Silver
5116,winning,High School,Gold
5117,having fun,Bachelor,Silver
5118,having fun,Bachelor,Silver
5119,Platinum,Bachelor,improving
5120,Unranked,High School,winning
5121,improving,High School,Gold
5122,having fun,High School,Gold
5123,High School,Bronze,winning
5124,having fun,High School,Silver
5125,having fun,Bachelor,Silver
5126,improving,High School,Gold
5127,High School,Silver,relaxing
5128,having fun,Bachelor,Gold
5129,improving,High School,Gold
5130,improving,High School,Gold
5131,improving,High School,Gold
5132,having fun,Bachelor,Silver
5133,having fun,High School,Gold
5134,having fun,None,Gold
5135,improving,High School,Gold
5136,Diamond,High School,relaxing
5137,Platinum,High School,improving
5138,improving,High School,Gold
5139,Platinum,having fun,High School
5140,improving,High School,Gold
5141,Bachelor,Bronze,winning
5142,winning,Bachelor,Gold
5143,Platinum,having fun,None
5144,improving,High School,Gold
5145,Platinum,High School,winning
5146,Unranked,having fun,High School
5147,having fun,High School,Gold
5148,improving,Bronze,None
5149,improving,High School,Gold
5150,improving,High School,Silver
5151,Diamond,High School,improving
5152,Platinum,High School,improving
5153,Platinum,High School,improving
5154,Diamond,High School,improving
5155,Platinum,High School,improving
5156,High School,Silver,winning
5157,having fun,Bachelor,Silver
5158,improving,High School,Gold
5159,having fun,High School,Silver
5160,Platinum,having fun,None
5161,improving,Bachelor,Silver
5162,Diamond,having fun,High School
5163,improving,High School,Bronze
5164,winning,High School,Gold
5165,Diamond,Bachelor,improving
5166,Platinum,High School,improving
5167,Diamond,High School,improving
5168,Platinum,High School,improving
5169,Bachelor,Silver,relaxing
5170,having fun,High School,Gold
5171,having fun,None,Silver
5172,High School,Silver,relaxing
5173,having fun,High School,Gold
5174,having fun,High School,Silver
5175,Diamond,High School,improving
5176,improving,High School,Gold
5177,improving,High School,Silver
5178,having fun,Bachelor,Silver
5179,Diamond,High School,improving
5180,Diamond,None,improving
5181,High School,Silver,winning
5182,having fun,Bachelor,Gold
5183,Diamond,having fun,Bachelor
5184,Platinum,having fun,High School
5185,having fun,High School,Gold
5186,having fun,High School,Silver
5187,Diamond,having fun,High School
5188,improving,High School,Gold
5189,Diamond,None,improving
5190,improving,High School,Silver
5191,Platinum,Master,improving
5192,having fun,Bachelor,Gold
5193,having fun,High School,Gold
5194,Unranked,having fun,None
5195,Platinum,Bachelor,winning
5196,Platinum,High School,improving
5197,Platinum,None,improving
5198,having fun,Bachelor,Gold
5199,Platinum,Bachelor,improving
5200,Platinum,having fun,None
5201,improving,High School,Gold
5202,Bronze,None,winning
5203,winning,High School,Gold
5204,Platinum,Bachelor,relaxing
5205,having fun,High School,Silver
5206,improving,High School,Gold
5207,Platinum,having fun,Master
5208,having fun,High School,Gold
5209,having fun,High School,Silver
5210,Diamond,High School,improving
5211,Diamond,having fun,None
5212,having fun,High School,Silver
5213,improving,None,Silver
5214,Unranked,None,improving
5215,having fun,High School,Gold
5216,Diamond,High School,improving
5217,Platinum,having fun,None
5218,Diamond,Master,improving
5219,Platinum,None,winning
5220,improving,High School,Gold
5221,improving,None,Silver
5222,Platinum,High School,winning
5223,winning,High School,Gold
5224,relaxing,High School,Gold
5225,Platinum,High School,improving
5226,Diamond,High School,improving
5227,having fun,High School,Gold
5228,Doctor,Silver,winning
5229,Platinum,None,improving
5230,improving,High School,Bronze
5231,having fun,Bachelor,Silver
5232,Platinum,High School,improving
5233,Platinum,High School,winning
5234,Platinum,High School,winning
5235,improving,High School,Silver
5236,improving,None,Silver
5237,Unranked,having fun,High School
5238,Platinum,having fun,High School
5239,Platinum,Bachelor,improving
5240,Platinum,High School,winning
5241,Diamond,having fun,None
5242,having fun,High School,Silver
5243,improving,Bachelor,Gold
5244,Platinum,High School,improving
5245,Platinum,having fun,High School
5246,improving,High School,Gold
5247,Platinum,High School,improving
5248,Platinum,having fun,High School
5249,having fun,Bachelor,Gold
5250,improving,High School,Silver
5251,winning,High School,Gold
5252,Platinum,High School,improving
5253,winning,High School,Gold
5254,Diamond,High School,improving
5255,Unranked,having fun,Bachelor
5256,Platinum,High School,improving
5257,having fun,High School,Gold
5258,Master,having fun,Silver
5259,Platinum,High School,improving
5260,improving,High School,Gold
5261,Platinum,having fun,High School
5262,improving,High School,Silver
5263,Platinum,having fun,Bachelor
5264,Platinum,High School,winning
5265,Platinum,having fun,High School
5266,Diamond,None,improving
5267,Diamond,Bachelor,winning
5268,Diamond,Bachelor,winning
5269,Diamond,Bachelor,winning
5270,improving,High School,Gold
5271,Unranked,having fun,Bachelor
5272,Platinum,High School,winning
5273,having fun,Bachelor,Gold
5274,having fun,Bachelor,Silver
5275,Diamond,None,winning
5276,Diamond,High School,relaxing
5277,winning,High School,Gold
5278,Platinum,having fun,High School
5279,Platinum,High School,winning
5280,Diamond,High School,improving
5281,improving,Bachelor,Bronze
5282,improving,None,Gold
5283,having fun,High School,Silver
5284,having fun,Bachelor,Gold
5285,Diamond,Bachelor,improving
5286,improving,High School,Gold
5287,improving,None,Gold
5288,winning,None,Gold
5289,Platinum,High School,improving
5290,Diamond,having fun,Bachelor
5291,Diamond,High School,improving
5292,Diamond,having fun,Bachelor
5293,having fun,High School,Silver
5294,having fun,High School,Gold
5295,Bachelor,Silver,relaxing
5296,High School,Silver,winning
5297,Diamond,High School,improving
5298,Platinum,having fun,None
5299,improving,High School,Gold
5300,Bachelor,Silver,winning
5301,High School,Silver,winning
5302,Platinum,having fun,High School
5303,Platinum,High School,relaxing
5304,having fun,High School,Silver
5305,Platinum,having fun,High School
5306,Platinum,Bachelor,relaxing
5307,Platinum,Bachelor,winning
5308,Platinum,High School,improving
5309,having fun,High School,Silver
5310,Diamond,None,winning
5311,Diamond,High School,improving
5312,Platinum,having fun,High School
5313,winning,High School,Gold
5314,Unranked,Bachelor,improving
5315,winning,High School,Gold
5316,Unranked,having fun,Master
5317,winning,High School,Gold
5318,having fun,Bronze,None
5319,improving,High School,Gold
5320,Bachelor,Silver,winning
5321,High School,Silver,winning
5322,improving,None,Silver
5323,Platinum,having fun,High School
5324,improving,High School,Silver
5325,having fun,High School,Gold
5326,Platinum,having fun,High School
5327,having fun,High School,Silver
5328,Platinum,High School,winning
5329,Platinum,High School,improving
5330,having fun,High School,Gold
5331,improving,Bachelor,Gold
5332,Platinum,Bachelor,improving
5333,improving,High School,Gold
5334,Diamond,having fun,High School
5335,Diamond,None,improving
5336,improving,None,Gold
5337,improving,None,Silver
5338,Diamond,Bachelor,improving
5339,Platinum,High School,relaxing
5340,Unranked,None,improving
5341,improving,High School,Gold
5342,having fun,High School,Silver
5343,Platinum,High School,improving
5344,improving,High School,Silver
5345,having fun,High School,Silver
5346,improving,Bachelor,Silver
5347,Diamond,High School,improving
5348,improving,Bachelor,Gold
5349,High School,Silver,relaxing
5350,Platinum,having fun,None
5351,Platinum,High School,improving
5352,Diamond,having fun,High School
5353,improving,Bachelor,Silver
5354,having fun,None,Gold
5355,improving,Bachelor,Gold
5356,Diamond,Bachelor,improving
5357,Platinum,having fun,High School
5358,Diamond,High School,winning
5359,Diamond,having fun,High School
5360,High School,Silver,winning
5361,Doctor,Silver,winning
5362,winning,None,Gold
5363,Diamond,High School,improving
5364,having fun,Bachelor,Gold
5365,High School,Silver,winning
5366,improving,High School,Silver
5367,Unranked,High School,improving
5368,having fun,High School,Gold
5369,Platinum,having fun,High School
5370,winning,None,Gold
5371,Platinum,having fun,High School
5372,winning,Bachelor,Gold
5373,Diamond,having fun,High School
5374,Diamond,High School,improving
5375,Platinum,Bachelor,improving
5376,improving,High School,Bronze
5377,improving,High School,Silver
5378,having fun,Bachelor,Gold
5379,winning,High School,Gold
5380,winning,High School,Gold
5381,Platinum,having fun,High School
5382,having fun,Bachelor,Gold
5383,Platinum,High School,improving
5384,Diamond,having fun,High School
5385,Platinum,High School,improving
5386,having fun,High School,Silver
5387,improving,Bachelor,Gold
5388,having fun,High School,Silver
5389,having fun,High School,Gold
5390,Diamond,having fun,None
5391,having fun,High School,Gold
5392,winning,High School,Gold
5393,having fun,High School,Silver
5394,improving,High School,Bronze
5395,Unranked,Bachelor,improving
5396,winning,None,Gold
5397,improving,High School,Silver
5398,improving,Bachelor,Silver
5399,Platinum,having fun,High School
5400,Platinum,Bachelor,winning
5401,Diamond,High School,winning
5402,winning,High School,Gold
5403,Unranked,having fun,High School
5404,having fun,Bachelor,Gold
5405,Platinum,Bachelor,improving
5406,improving,Bachelor,Gold
5407,Platinum,Bachelor,improving
5408,Master,having fun,Silver
5409,Platinum,High School,winning
5410,having fun,High School,Silver
5411,having fun,High School,Silver
5412,improving,High School,Gold
5413,Bachelor,Silver,winning
5414,Platinum,having fun,None
5415,having fun,High School,Gold
5416,having fun,High School,Silver
5417,Platinum,having fun,None
5418,having fun,Bachelor,Gold
5419,improving,Bachelor,Silver
5420,having fun,Bachelor,Gold
5421,improving,High School,Silver
5422,improving,None,Gold
5423,Diamond,High School,improving
5424,Platinum,having fun,None
5425,High School,Silver,winning
5426,having fun,None,Silver
5427,Platinum,High School,winning
5428,improving,High School,Silver
5429,having fun,High School,Gold
5430,Platinum,having fun,High School
5431,winning,High School,Gold
5432,improving,High School,Gold
5433,Diamond,High School,winning
5434,having fun,High School,Silver
5435,Unranked,High School,improving
5436,Platinum,having fun,None
5437,having fun,High School,Silver
5438,having fun,High School,Silver
5439,Diamond,High School,improving
5440,having fun,High School,Bronze
5441,Platinum,High School,winning
5442,improving,None,Gold
5443,having fun,Bachelor,Silver
5444,Platinum,Bachelor,improving
5445,having fun,High School,Silver
5446,having fun,High School,Gold
5447,improving,None,Silver
5448,having fun,Bachelor,Silver
5449,winning,High School,Gold
5450,Diamond,High School,improving
5451,having fun,High School,Gold
5452,having fun,Bachelor,Silver
5453,Diamond,High School,winning
5454,winning,High School,Gold
5455,having fun,High School,Gold
5456,Platinum,having fun,Bachelor
5457,improving,High School,Bronze
5458,improving,Bachelor,Silver
5459,having fun,High School,Gold
5460,having fun,High School,Silver
5461,improving,None,Gold
5462,improving,High School,Gold
5463,Bachelor,Silver,winning
5464,improving,High School,Gold
5465,having fun,High School,Gold
5466,High School,Bronze,winning
5467,improving,High School,Gold
5468,having fun,Bachelor,Gold
5469,having fun,High School,Gold
5470,having fun,High School,Gold
5471,having fun,Bachelor,Silver
5472,improving,High School,Silver
5473,improving,High School,Silver
5474,having fun,High School,Gold
5475,Platinum,High School,relaxing
5476,improving,High School,Silver
5477,improving,None,Silver
5478,Diamond,High School,improving
5479,Master,Silver,improving
5480,Platinum,High School,winning
5481,having fun,Bachelor,Gold
5482,Platinum,High School,improving
5483,Platinum,Bachelor,improving
5484,Diamond,None,winning
5485,improving,High School,Gold
5486,Diamond,High School,improving
5487,Diamond,having fun,High School
5488,having fun,High School,Silver
5489,having fun,High School,Gold
5490,Platinum,having fun,Bachelor
5491,Platinum,Bachelor,improving
5492,Platinum,having fun,High School
5493,having fun,High School,Gold
5494,having fun,High School,Gold
5495,improving,High School,Gold
5496,Bachelor,Silver,winning
5497,having fun,High School,Silver
5498,improving,High School,Gold
5499,having fun,High School,Silver
5500,having fun,None,Gold
5501,having fun,Bachelor,Bronze
5502,winning,High School,Gold
5503,improving,High School,Silver
5504,Platinum,having fun,High School
5505,Master,having fun,Gold
5506,High School,Silver,winning
5507,winning,High School,Gold
5508,Diamond,Bachelor,improving
5509,High School,Silver,winning
5510,Platinum,having fun,High School
5511,Unranked,High School,winning
5512,Platinum,having fun,High School
5513,Platinum,High School,improving
5514,improving,Bachelor,Gold
5515,improving,High School,Gold
5516,having fun,High School,Silver
5517,Diamond,High School,improving
5518,Platinum,High School,improving
5519,Diamond,High School,improving
5520,winning,High School,Gold
5521,having fun,High School,Gold
5522,Platinum,Bachelor,improving
5523,having fun,High School,Gold
5524,Platinum,High School,improving
5525,Platinum,having fun,Master
5526,Platinum,None,improving
5527,None,Silver,winning
5528,Diamond,None,improving
5529,improving,High School,Gold
5530,having fun,High School,Silver
5531,having fun,High School,Silver
5532,Diamond,Bachelor,winning
5533,improving,High School,Gold
5534,improving,None,Silver
5535,having fun,None,Silver
5536,winning,High School,Gold
5537,Platinum,having fun,None
5538,improving,High School,Gold
5539,Platinum,having fun,High School
5540,improving,None,Gold
5541,Platinum,High School,improving
5542,having fun,High School,Gold
5543,improving,Bachelor,Silver
5544,improving,High School,Silver
5545,Diamond,having fun,High School
5546,Platinum,having fun,High School
5547,Diamond,Bachelor,winning
5548,Platinum,None,relaxing
5549,winning,High School,Gold
5550,having fun,High School,Silver
5551,having fun,High School,Silver
5552,Platinum,High School,improving
5553,Diamond,having fun,High School
5554,winning,Bachelor,Gold
5555,having fun,Bachelor,Gold
5556,having fun,High School,Silver
5557,Diamond,having fun,High School
5558,having fun,Bachelor,Bronze
5559,Platinum,having fun,High School
5560,improving,High School,Silver
5561,Platinum,having fun,None
5562,Diamond,having fun,Bachelor
5563,having fun,High School,Silver
5564,having fun,Bachelor,Silver
5565,Platinum,having fun,High School
5566,improving,Bachelor,Gold
5567,improving,Bachelor,Silver
5568,improving,High School,Silver
5569,Diamond,High School,improving
5570,Platinum,High School,improving
5571,Master,improving,Gold
5572,improving,None,Gold
5573,High School,Silver,winning
5574,Diamond,High School,winning
5575,having fun,None,Silver
5576,having fun,High School,Gold
5577,having fun,High School,Gold
5578,having fun,High School,Gold
5579,Platinum,High School,winning
5580,Master,winning,Gold
5581,Platinum,High School,winning
5582,having fun,High School,Silver
5583,having fun,High School,Gold
5584,having fun,High School,Silver
5585,Platinum,Bachelor,winning
5586,Diamond,having fun,High School
5587,improving,Bachelor,Gold
5588,having fun,None,Gold
5589,Platinum,having fun,High School
5590,having fun,None,Silver
5591,Diamond,Master,improving
5592,Diamond,High School,winning
5593,Diamond,High School,winning
5594,improving,High School,Gold
5595,improving,High School,Silver
5596,having fun,High School,Gold
5597,having fun,High School,Silver
5598,improving,High School,Gold
5599,relaxing,Bachelor,Gold
5600,Platinum,None,winning
5601,Diamond,Bachelor,winning
5602,Diamond,having fun,Master
5603,Master,having fun,Bronze
5604,having fun,Bachelor,Gold
5605,Platinum,High School,improving
5606,improving,High School,Gold
5607,improving,None,Silver
5608,Platinum,Bachelor,improving
5609,Diamond,having fun,None
5610,improving,None,Silver
5611,winning,High School,Gold
5612,having fun,None,Silver
5613,relaxing,High School,Gold
5614,winning,High School,Gold
5615,improving,High School,Silver
5616,Diamond,Master,winning
5617,Bachelor,Bronze,winning
5618,High School,Bronze,relaxing
5619,Platinum,High School,improving
5620,Platinum,High School,improving
5621,Platinum,None,improving
5622,winning,High School,Gold
5623,winning,Bachelor,Gold
5624,improving,None,Silver
5625,Diamond,None,improving
5626,Diamond,High School,improving
5627,improving,High School,Silver
5628,Diamond,None,improving
5629,Platinum,having fun,Bachelor
5630,Platinum,having fun,High School
5631,relaxing,High School,Gold
5632,Platinum,having fun,High School
5633,winning,High School,Gold
5634,having fun,High School,Gold
5635,High School,Silver,relaxing
5636,Platinum,High School,improving
5637,having fun,High School,Gold
5638,Platinum,High School,improving
5639,Platinum,High School,winning
5640,Platinum,Bachelor,winning
5641,winning,Bachelor,Gold
5642,improving,Bachelor,Gold
5643,having fun,None,Gold
5644,Platinum,High School,improving
5645,Platinum,None,improving
5646,having fun,High School,Gold
5647,improving,None,Gold
5648,Platinum,having fun,Bachelor
5649,improving,High School,Silver
5650,Platinum,High School,improving
5651,improving,High School,Bronze
5652,having fun,High School,Gold
5653,improving,High School,Silver
5654,Platinum,Bachelor,improving
5655,Platinum,having fun,Bachelor
5656,having fun,High School,Silver
5657,Master,having fun,Bronze
5658,improving,High School,Silver
5659,having fun,None,Gold
5660,Platinum,High School,improving
5661,Diamond,having fun,Bachelor
5662,Diamond,High School,improving
5663,improving,Bachelor,Bronze
5664,having fun,Bachelor,Silver
5665,having fun,Bachelor,Silver
5666,Platinum,Bachelor,winning
5667,having fun,Bachelor,Silver
5668,Platinum,None,improving
5669,Bachelor,Silver,winning
5670,winning,Bachelor,Gold
5671,Platinum,High School,winning
5672,having fun,Doctor,Silver
5673,having fun,High School,Bronze
5674,Platinum,Bachelor,improving
5675,having fun,High School,Silver
5676,having fun,None,Gold
5677,having fun,High School,Silver
5678,improving,High School,Gold
5679,improving,None,Silver
5680,having fun,High School,Gold
5681,Platinum,having fun,High School
5682,Platinum,High School,improving
5683,having fun,High School,Bronze
5684,having fun,High School,Gold
5685,improving,High School,Gold
5686,Platinum,High School,improving
5687,Diamond,High School,winning
5688,Platinum,having fun,Master
5689,improving,Bachelor,Silver
5690,improving,High School,Silver
5691,having fun,High School,Gold
5692,having fun,High School,Silver
5693,having fun,Bachelor,Silver
5694,Master,having fun,Gold
5695,Platinum,High School,winning
5696,Platinum,High School,winning
5697,having fun,High School,Bronze
5698,Platinum,High School,winning
5699,having fun,None,Silver
5700,Platinum,High School,improving
5701,improving,None,Gold
5702,Platinum,High School,improving
5703,having fun,High School,Silver
5704,Diamond,having fun,None
5705,having fun,High School,Gold
5706,having fun,High School,Silver
5707,having fun,Bachelor,Silver
5708,Diamond,having fun,High School
5709,Diamond,High School,winning
5710,improving,High School,Gold
5711,Diamond,High School,improving
5712,having fun,Bachelor,Silver
5713,improving,High School,Gold
5714,Master,having fun,Gold
5715,Diamond,None,improving
5716,improving,Bachelor,Silver
5717,having fun,Bachelor,Gold
5718,having fun,Bachelor,Bronze
5719,having fun,High School,Gold
5720,Unranked,High School,improving
5721,having fun,Bachelor,Silver
5722,Master,improving,Gold
5723,having fun,High School,Gold
5724,having fun,Bachelor,Silver
5725,Platinum,having fun,None
5726,Platinum,High School,winning
5727,Platinum,Bachelor,winning
5728,High School,Silver,winning
5729,improving,None,Gold
5730,improving,High School,Silver
5731,having fun,None,Silver
5732,having fun,Bachelor,Gold
5733,improving,High School,Bronze
5734,improving,High School,Silver
5735,Platinum,High School,improving
5736,improving,High School,Silver
5737,having fun,Bachelor,Silver
5738,Bachelor,Silver,winning
5739,relaxing,High School,Gold
5740,having fun,High School,Gold
5741,High School,Bronze,relaxing
5742,Platinum,having fun,High School
5743,Platinum,Master,winning
5744,improving,Doctor,Gold
5745,winning,High School,Gold
5746,Diamond,High School,improving
5747,having fun,High School,Silver
5748,having fun,High School,Gold
5749,having fun,High School,Gold
5750,winning,High School,Gold
5751,Master,Bronze,improving
